ID,Category,Name,Address,City,State,Zipcode,Rating,Latitude,Longitude
Ir_QIzs-4o9ElOtiGuxJrw,mexican,Torteria Lupita,4601 Rue Notre-Dame O,Montréal,QC,H4C 1S5,4,45.4736323,-73.5881347
0y6alZmSLnPzmG5_kP5Quw,italian,J J's Pizza,20542 Lorain Rd,Fairview Park,OH,44126,4.5,41.4483412,-81.847644
Q_dh08clYUPj13GmCRzIVA,filipino,Kulinarya Express Filipino Kitchen,"7960 S Rainbow Blvd, Ste 8000A",Las Vegas,NV,89139,4,36.04366272,-115.2418809
t749-3jKKDyO8QH3VezUHA,thai,Chao Phraya,50 Avenue Laurier O,Montréal,QC,H2T 2N4,3.5,45.52237599,-73.59312253
VBVqHnViRLSYAqP7v8iNNQ,mexican,Jalapeño Inferno,20825 N Pima Rd,Scottsdale,AZ,85255,3.5,33.67488,-111.888635
F7E3qP0oz_SuVGZGL0D8Zw,italian,Ristorante Italiano,2901 Las Vegas Blvd S,Las Vegas,NV,89109,3,36.135385,-115.159235
w6_VH0-1P_gpftNQcDXoVw,vietnamese,Saigon West Noodle house,1619 46 Street NW,Calgary,AB,T3B 1A8,4.5,51.0715185,-114.1635349
PlP0c_u3g-3LiWHpb2XnOQ,chinese,Lee Cafe,"1046 Regent Pkwy, Ste 107",Fort Mill,SC,29715,4,35.07547553,-80.93390445
Yy_SB9r7VQTlIVv_MeOmaA,indian,Cari Mela,2556 Rue Centre,Montréal,QC,H3K 1J8,3.5,45.478639,-73.568839
r3jpH6ZuCQY3o1yBuJ67PQ,chinese,Master Mix HotPot,261 Spadina Avenue,Toronto,ON,M5T 1H1,3,43.65225107,-79.39764217
lTKr5J4nqepyOpOw8auErA,vietnamese,Pho Hien,"502 South Dobson Rd, Ste 3",Mesa,AZ,85202,3.5,33.4058218,-111.8752398
AN0bWhisCf6LN9eHZ7DQ3w,italian,Los Olivos Ristorante,3759 E Desert Inn Rd,Las Vegas,NV,89121,5,36.1291778,-115.0924833
AtD6B83S4Mbmq0t7iDnUVA,japanese,Veggie House,"5115 Spring Mountain Rd, Ste 203",Las Vegas,NV,89146,4.5,36.125569,-115.210911
AtD6B83S4Mbmq0t7iDnUVA,chinese,Veggie House,"5115 Spring Mountain Rd, Ste 203",Las Vegas,NV,89146,4.5,36.125569,-115.210911
TKKX9bllRBMzp0NYr441PQ,japanese,Mi'Hito Sushi Laboratory,285 College Street,Toronto,ON,M5T 1S2,4,43.6576212,-79.4008849
W-5cdzVAeRv0EtAeed4tqw,middle eastern,Sam's Gyros,8941 N Central Ave,Phoenix,AZ,85020,4,33.567452,-112.073536
bK2YrycQV3f2f6swB3vYGg,vietnamese,Saigon Grill,"1200 Highway 7 W, Unit 1",Vaughan,ON,L4J 8M5,4,43.82343063,-79.47322107
d9A5lhFHOBvEw-BxSYnWOA,korean,Song Cook's Corean Chilli,681 Bloor St W,Toronto,ON,M6G 1L3,4,43.6637457,-79.4164519
ebwM2pckHieHvK6h1scuBw,mediterranean,Lazeez Mediterranean Grill,9311 Jw Clay Blvd,Charlotte,NC,28262,3.5,35.311397,-80.7463342
ebwM2pckHieHvK6h1scuBw,middle eastern,Lazeez Mediterranean Grill,9311 Jw Clay Blvd,Charlotte,NC,28262,3.5,35.311397,-80.7463342
KpK9IDybfThL_sR0zF5t4Q,chinese,Super Taste Chinese Cuisine,4465 Sheppard Ave E,Scarborough,ON,M1S 5H9,3.5,43.7876024,-79.265729
UZ34XAw1GJ3chCOuKL69Mg,mexican,Garcia's,1706 E Warner Rd,Tempe,AZ,85284,3,33.33483505,-111.9125214
u0syM4rt_zDpswP47g0pGQ,korean,Bibab Express,901 King Street W,Toronto,ON,M7A 2A9,3.5,43.6418321,-79.4112632
K4rLi2Mqz931v07nMSih5w,mexican,Chipotle Mexican Grill,"7014 E Camelback Rd, Ste 580",Scottsdale,AZ,85251,1.5,33.503687,-111.929381
AsgwKCJqyBqdiHdEBqeq3w,chinese,Singapore Sam's,555 11 Avenue SW,Calgary,AB,T2R 1P6,3.5,51.0422965,-114.0732242
37kk0IW6jL7ZlxZF6k2QBg,french,Edulis,169 Niagara Street,Toronto,ON,M5V,4,43.641948,-79.4065795
uE6bl1eTHJ4CLkq6NM3KUg,mexican,Fat Bastard Burrito,30 Eglinton Ave W,Mississauga,ON,L5R 3E7,2,43.6057033,-79.65254194
JTXqPkssRG-3rlrh_uMcYQ,japanese,Izumi Japanese Restaurant,"444 Hollandview Trail, Suite B3",Aurora,ON,L4G 7Z9,3.5,44.0158036,-79.4485012
0rMFhLzeq3Z2OaJ62MQXlw,italian,Spiga Ristorante,1378 Yonge Street,Toronto,ON,M4T 1Y5,4,43.6862465,-79.3935614
eCJDiRPoSuA0bsb7F1gNUA,chinese,Asian Cafe,"2510 W Thunderbird Rd, Ste 9",Phoenix,AZ,85023,4,33.6117852,-112.1105198
dfqLhdQY9e6EiXMk9t-8WQ,portuguese,Martins,"2700 St Clair Avenue W, Unit 1",Toronto,ON,M6N 1M2,4.5,43.666508,-79.49786975
UITPqkoDytnHT4kxaAyDeA,japanese,Hibachi Express,"7945 N Tryon St, Ste 100",Charlotte,NC,28262,3,35.2970997,-80.755434
ZsKWULhwwB61RHzCrb1i9A,mexican,Blue Burrito Grille,5757 Wayne Newton Blvd,Las Vegas,NV,89119,2.5,36.080542,-115.146459
LZWXP-D4YPlzsFjVx6b9XA,indian,Spice South,8145 Ardrey Kell Rd,Charlotte,NC,28277,3.5,35.03901,-80.7936564
rOyzxtWGekcMBc4aNinZjg,italian,Bistro Grande,1000 Eglinton Avenue W,Toronto,ON,M6C 2C5,3,43.7003475,-79.4296338
a_E-rLe2zcyX-X4FKhWWRg,mexican,Tacos y Mariscos Sinaloa,2808 W Mcdowell Rd,Phoenix,AZ,85009,3,33.466146,-112.119726
_Kp1IPTi17wBywYOd30raA,italian,Pizza Hut,8609 University Blvd,Coraopolis,PA,15108,2,40.507268,-80.222632
1BQzXcXFxR6MlVIYmG93kw,mediterranean,Zandru's,419 State St,Madison,WI,53703,3.5,43.074724,-89.392598
ccQhq9pSd_5wj1yMwiM7iA,mexican,Amando's Bros,949 W Camelback Rd,Phoenix,AZ,85013,3,33.5091348,-112.0867893
JQWIZ8MT-VGZzO5W5XCB5Q,chinese,88 China Bistro,1620 E 4th St,Charlotte,NC,28204,3.5,35.2125167,-80.8277877
TD8v6ESJhPpSjtR47wHBLQ,japanese,Sushi Dépanneur,928 Avenue du Mont-Royal Est,Montréal,QC,H2J 1Z1,4,45.526716,-73.580178
7ZQf0Hi8QpOCd8JUhQ7vnA,chinese,Day and Day Soup,"280 West Beaver Creek Road, Unit 20",Richmond Hill,ON,L4B,3,43.84401014,-79.38897595
jOK32IHM9YGF0znR2LY_bg,chinese,Sichuan Ren,"360 Highway 7 E, Unit 15-16",Richmond Hill,ON,L4B 3Y7,1.5,43.84167227,-79.39686567
owV0aSgh4t_9aG56iPxGEw,chinese,Panda Express,6895 Ridge Rd,Parma,OH,44129,2.5,41.37804508,-81.73413832
GXbag8-ubKs5qb1dMNyMTQ,chinese,The Sugar,10 Ravel Rd,North York,ON,M2H 1S8,3,43.7904326,-79.3656742
oYCx5gO4KkkgYPnglSkk5g,italian,PROP,770 St Clair Ave W,Toronto,ON,M6C 2Z1,3,43.6812824,-79.4287282
Hgy5MrIKrwRJDXnwKaCpbA,mexican,Garcia's,4601 E Thomas Rd,Phoenix,AZ,85018,3,33.47991,-111.982293
5gl2GLgimBz1-Q-uXji_Rw,italian,Milano's Pizza & Pasta,9640 S Tryon St,Charlotte,NC,28273,3.5,35.1282791,-80.9430164
5JW08_RL9K60Ubo8-8lyVg,japanese,Skippa,379 Harbord Street,Toronto,ON,M6G 1H8,4,43.65874149,-79.42284156
wRFVfqbMZYsApIIiKn7DcQ,mexican,Pancho's Mexican Buffet,1356 W Southern Ave,Mesa,AZ,85202,3,33.393234,-111.8620014
Ra5fI9BEAuWWaLJSfkiCiQ,mediterranean,White Oaks,777 Cahoon Rd,Westlake,OH,44145,3.5,41.4756378,-81.9247952
Nxg73OigmRQQq0d1pKtkUQ,vietnamese,Xe Lua Restaurant,"254 Spadina Avenue, 2nd Floor",Toronto,ON,M5T 2C2,3,43.6517002,-79.3979873
CvOxwAhmwwy3sQRKYVAjGg,indian,Bombay Buffet Indian Cuisine,795 Markham Road,Scarborough,ON,M1H 2Y1,2.5,43.7670713,-79.2280617
CvOxwAhmwwy3sQRKYVAjGg,pakistani,Bombay Buffet Indian Cuisine,795 Markham Road,Scarborough,ON,M1H 2Y1,2.5,43.7670713,-79.2280617
SWX0K1dpy4fcRq-ktZxmCg,mediterranean,Bistro des Moulins,10897 Rue du Pont,Montréal,QC,H2B 2H3,3.5,45.574857,-73.66113
IjYGSm4_DjP6VULpP27o_g,indian,My Roti Place,948 Queen Street E,Toronto,ON,M4M 1J7,4,43.66096071,-79.34115597
2z9SGvCiz5dtyWcr088ESw,italian,Vesta,206 Rue Jarry E,Montréal,QC,H2P 1T5,4,45.5408712,-73.6299498
TP6hgLCNGkqjFne9nCfaiA,italian,Fred's at Barneys New York,"Scottsdale Fashion Square, 4500 Scottsdale Rd",Scottsdale,AZ,85251,4,33.493947,-111.922301
bHy8ijMksWhHRMcbxGnYyQ,chinese,Scarborough Grand Seafood Restaurant,23 Glen Watford Dr,Toronto,ON,M1S 2B7,3.5,43.7869274,-79.2740715
YOD9dXrnpu8HTRILpF0onw,italian,Times Square Neighborhood Italian Restaurant,718 E Union Hills Dr,Phoenix,AZ,85024,4,33.65610194,-112.0636329
M8Pl5qAmmrODfHeX6GOjsw,japanese,Izakaya Ju,"3160 Steeles Avenue E, Unit 3",Markham,ON,L3R 4G9,3.5,43.81507508,-79.34401274
ClXQewiuJytoFe7sW0G6gg,chinese,Yan's Kitchen,"10 West Pearce Street, Unit 12-13",Richmond Hill,ON,L4B 1H6,3.5,43.84912301,-79.38416272
#NAME?,mexican,Chipotle Mexican Grill,2501 E Franklin Blvd,Gastonia,NC,28056,2.5,35.26016449,-81.13311622
GheMvm_dgcBTULpwzNuyBg,portuguese,Bairrada Churrasqueira Grill,33 Hillcrest Avenue,Mississauga,ON,L5B 1K5,3,43.58229665,-79.62160364
ErxACeMyF4hSQyGhpEt4Tw,thai,Peppermint Thai Cuisine,30769 Pinetree Rd,Pepper Pike,OH,44124,4,41.462942,-81.461824
WUmosjOxt_8nWByHgm8Kkg,mexican,Chipotle Mexican Grill,890 N 54th St,Chandler,AZ,85226,3.5,33.3174257,-111.9689702
6AYMdVnWkFWTk1uEHGUmZg,mexican,La Casa Del Mariachi,1420 N 24th St,Phoenix,AZ,85008,3,33.4646362,-112.0307414
tZEW8ESjrVmNGXvPnrR97w,chinese,Hot Feel,"4350 Spring Mountain Rd, Ste 119",Las Vegas,NV,89102,3.5,36.127498,-115.198027
CdpBVSkL2Pljj-yP0ihb_w,thai,Thai Orchid Garden Restaurant,"12725 W Indian School Rd, Ste A-104",Avondale,AZ,85392,4,33.49278984,-112.3325602
q3YnYPjLuBGRDi_59yTC5g,vietnamese,Sidestreet Pho and Grill,"8560 W Desert Inn Rd, Ste D1",Las Vegas,NV,89117,4,36.1300414,-115.2777854
7LzhLKAwS7PHUvaPIW833A,italian,Dominic's Santos,21467 Lorain Rd,Cleveland,OH,44126,3.5,41.4436519,-81.8581755
ZDx7kt4aOPTlmYTqXDrTGA,indian,Canbe Foods,336 Rossland Road E,Ajax,ON,L1Z 0L9,4,43.883704,-79.017154
ijNQXC2cBhbkf6iB6D8OJw,italian,Genoa Pizza & Bar,111 Market St,Pittsburgh,PA,15222,3,40.4388711,-80.0038533
sfcmewwXftvjxRn_Xfpz-w,middle eastern,Anoush Shawarma,330 Front St W,Toronto,ON,M5V 3B7,2,43.6436378,-79.3910816
K5Q2vkF5UpytV9Q1rB-5Yg,japanese,Akira Back,"80 Blue Jays Way, 2nd Floor",Toronto,ON,M5V 2G3,4,43.6452974,-79.3923967
K5Q2vkF5UpytV9Q1rB-5Yg,korean,Akira Back,"80 Blue Jays Way, 2nd Floor",Toronto,ON,M5V 2G3,4,43.6452974,-79.3923967
oaqbLDW3wNqkynlnp4mvlw,italian,Lupo by Wolfgang Puck,3950 Las Vegas Blvd S,Las Vegas,NV,89119,3.5,36.09200615,-115.1760054
i2PbfQCPE_MQ4tYERaBoyA,middle eastern,Urban Cafe,"1212 E Apache Blvd, Ste 103",Tempe,AZ,85281,4,33.4152426,-111.9196665
wNgzPOtnHE1prmh3bzWR1g,chinese,Golden Coast II,3020 Prosperity Church Rd,Charlotte,NC,28269,3,35.3430518,-80.7693815
0jRcmkgwrjsPtDOeqLJweg,thai,Jardin Thai,270 Boulevard  Labelle,Rosemere,QC,J7A 2H4,3,45.6276922,-73.8077308
bsjBLLHR4TMVR5eAeLAI9w,chinese,China Town Kim Fung,"1111 Rue Saint-Urbain, Suite M05",Montréal,QC,H2Z 1Y6,3.5,45.5076747,-73.5620395
nvh-zGYHKwIUiPTgwhIScA,mexican,Taco Bell,4310 E Craig Road,Las Vegas,NV,89115,3,36.2406,-115.08005
59roFbMHNSt6H3UbOO2HmA,greek,Better than Yia Yia's,,Toronto,ON,M3B 3B5,5,43.7516334,-79.3643317
59roFbMHNSt6H3UbOO2HmA,mediterranean,Better than Yia Yia's,,Toronto,ON,M3B 3B5,5,43.7516334,-79.3643317
Wsb_rH2xNmMOdmzyb7eB7w,mediterranean,Crazy Jim's,"305 W Washington St, Ste 104",Phoenix,AZ,85003,3.5,33.4481291,-112.0778758
Wsb_rH2xNmMOdmzyb7eB7w,greek,Crazy Jim's,"305 W Washington St, Ste 104",Phoenix,AZ,85003,3.5,33.4481291,-112.0778758
3nzK3K-Dfo1L6mpB8FTKkw,japanese,Pei Wei Asian Diner,Phx Sky Harbor Airport,Phoenix,AZ,85034,2.5,33.43725596,-112.0018789
3nzK3K-Dfo1L6mpB8FTKkw,chinese,Pei Wei Asian Diner,Phx Sky Harbor Airport,Phoenix,AZ,85034,2.5,33.43725596,-112.0018789
MM572Htt9k_e96IKNyCEtA,mexican,stonegrill,5350 East Marriott Drive,Phoenix,AZ,85054,3.5,33.68346536,-111.9658971
YTMYCiBb_-sykowc05d3ug,chinese,Snow Palace,45 Crowfoot Rise NW,Calgary,AB,T3G 4P5,4,51.12589434,-114.2108501
G1lB2bUf1MT1FZT8TBy62g,mexican,Rubalcabas Taco Shop,5185 E Lake Mead Blvd,Las Vegas,NV,89156,4,36.1958894,-115.060361
nUxFpHdZ1TgHEuxSWkQ-OQ,mediterranean,Rodi,"245 W Garrison Blvd, Ste H",Gastonia,NC,28052,3.5,35.2526211,-81.185932
7HbKKqXtZUjf6uVSHZ8wyw,korean,Let's Meat Kbbq,"1400 S Church St, Ste B",Charlotte,NC,28203,4.5,35.21904782,-80.85767917
Ev9LVah-onyUsXPdrE7ckw,mexican,Mucho Burrito,2312 4th Street SW,Calgary,AB,T2S 1W9,3.5,51.03160477,-114.0714417
ztzjD1Zs5tfMZTYKXkmL9Q,korean,Chicken Monster,101-5519 Yonge Street,Toronto,ON,M2N 5S3,4,43.77830354,-79.41496119
DftK-qzebIR829HozNYfgQ,french,Loic Gourmet,722 Queen Street E,Toronto,ON,M4M 1H2,4,43.6590524,-79.3493884
VzduMAuLg98hE-QMQVLp6Q,japanese,Sushi Shop,"3830 Boulevard de la Côte-Vertu, Local 110",Saint-Laurent,QC,H4R 1P8,4.5,45.492255,-73.708396
sphMzEIqY1I2Dzv3zLZY2g,mediterranean,Global Restaurant,314 Main St,Pineville,NC,28134,4,35.08586071,-80.89049674
sphMzEIqY1I2Dzv3zLZY2g,french,Global Restaurant,314 Main St,Pineville,NC,28134,4,35.08586071,-80.89049674
00J65e-ewht6GZ9fXZdP1w,italian,Pizza Hut,5041 Abbe Rd,Elyria,OH,44035,2,41.4253019,-82.07652457
crOZthKtsABnH_nvy0w6YA,caribbean,Irie Vibes Caribbean Restaurant & Catering,2729 N Tryon St,Charlotte,NC,28206,4,35.2497143,-80.8155085
XmZX5wwhmL6Cfz0vBs0lxQ,middle eastern,Momo's,196 Robert St,Toronto,ON,M5S 2K7,3.5,43.6627752,-79.4039682
QHRF1RvAmZIbnXWK_fCPcQ,middle eastern,Pita Land,"30 Eglinton Ave W, Unit #12B",Mississauga,ON,L5R 3E7,3.5,43.6056233,-79.6526801
tVyLQzyhhinKcGzlZIFZjQ,italian,Oregano's Pizza Bistro,1960 W Germann Rd,Chandler,AZ,85286,4,33.2777136,-111.8753481
_MA98TVmvVIy-XdI0poc7w,korean,Mom's Korean Food,612 Bloor Street W,Toronto,ON,M6G 1K7,3,43.6647061,-79.4138356
iiOpaR1Am7svS0SF_eBoOQ,italian,Mama's Pizza & Pasta,"15080 Idlewild Rd, Ste C",Matthews,NC,28104,4,35.12214724,-80.65455513
p-J9iJgeHmPGk2jFAM0WnA,indian,Red Chillez,14027 Conlan Cir A1,Charlotte,NC,28277,4,35.0562588,-80.8540821
nY2oBwH3s5sKox1mERIoVQ,italian,Epicure Cafe & Grill,502 Queen Street W,Toronto,ON,M5V 2B3,3.5,43.6477412,-79.4012788
1i5jWQcjWtDWa7Rz5eJmWw,french,La Garde Partagée,71 Rue Sainte-Catherine E,Montréal,QC,H2X 1K5,4,45.510786,-73.563329
BSFNuMEguSTVDgXDb-gR7Q,japanese,Mito,101 Avenue du Mont-Royal O,Montréal,QC,H2T 2S9,3,45.518853,-73.587679
WCjDihJH7VP5jXX-b-2pNw,mediterranean,Extreme Pita,10755 Leslie Street,Richmond Hill,ON,L4S 0B2,4,43.8993495,-79.3955903
IBNWrN1k9E0E_bMcRD-GwA,chinese,Chef Ching's Kitchen,3419 S Jones Blvd,Las Vegas,NV,89146,4.5,36.12672464,-115.2262032
IBNWrN1k9E0E_bMcRD-GwA,taiwanese,Chef Ching's Kitchen,3419 S Jones Blvd,Las Vegas,NV,89146,4.5,36.12672464,-115.2262032
37XExTruLjOLqnTERYy8aw,japanese,Tin Tin Box & Noodles,101 N Tryon St,Charlotte,NC,28246,4,35.2277864,-80.8428303
91sdZ0d-5RMXNcBYB3uU0g,italian,Papa Giuseppe's,26 Lakeshore Road E,Mississauga,ON,L5G 1C8,4,43.552026,-79.585589
RE4qn28MEiDrM1PbdYVgxA,caribbean,Lena's Roti & Doubles,"100 Maritime Ontario Boulevard, Unit 69",Brampton,ON,L6S,4,43.7492877,-79.6977842
RE4qn28MEiDrM1PbdYVgxA,indian,Lena's Roti & Doubles,"100 Maritime Ontario Boulevard, Unit 69",Brampton,ON,L6S,4,43.7492877,-79.6977842
c7JoAt6a3Ufkpn3TrGU23A,mexican,Santanas Mexican Food,1930 W Buckeye Rd,Phoenix,AZ,85009,3,33.436984,-112.1012667
TspQ9jCczz436RiJHJQYZw,mediterranean,Fresh Kabob,"1405 E Sunset Rd, Ste 130",Las Vegas,NV,89119,3.5,36.07146268,-115.1341723
29ljJsh9029okll_6YZ3iw,chinese,2K Fusion,89 Rue Jean-Talon,Montréal,QC,H2R 1S6,2.5,45.535649,-73.617284
29ljJsh9029okll_6YZ3iw,thai,2K Fusion,89 Rue Jean-Talon,Montréal,QC,H2R 1S6,2.5,45.535649,-73.617284
29ljJsh9029okll_6YZ3iw,vietnamese,2K Fusion,89 Rue Jean-Talon,Montréal,QC,H2R 1S6,2.5,45.535649,-73.617284
0a1BBSewiusfCalA9UVEYA,caribbean,Irie Food Joint,745 Queen Street W,Toronto,ON,M6J 1G1,4,43.646449,-79.4071412
G5YM5jbCTAFE2IDGNRjYnQ,mexican,La Herradero 2,3655 S Decatur Blvd,Las Vegas,NV,89103,4.5,36.1233841,-115.2086
Cy46zHlSVkCGZRpaHwlkVA,middle eastern,Alibaba Hookah Lounge,"933 E University Dr, Ste 110",Tempe,AZ,85281,3.5,33.4212886,-111.9246995
9j4nk2WOT6XCDRgX-lGzVA,pakistani,Fritou Chicken,3-1110 Canterbury Drive SW,Calgary,AB,T2W 3P5,3.5,50.9369354,-114.0805906
9j4nk2WOT6XCDRgX-lGzVA,indian,Fritou Chicken,3-1110 Canterbury Drive SW,Calgary,AB,T2W 3P5,3.5,50.9369354,-114.0805906
iFQs_aqKm3ZpT_1ITgr7JA,caribbean,The Vineyard,3918 Cottrelle Boulevard,Brampton,ON,L6P 2R1,3,43.7843634,-79.663104
pvo-RRtvw1zBAHRzr8669w,chinese,Dumpling Buffet,3320 Midland Avenue,Toronto,ON,M1V 1R4,3,43.80774518,-79.28958703
IN8BHY7zkhjUxUh4qnbrHg,italian,Camarra's Pizzeria & Restaurant,2899 Dufferin Street,Toronto,ON,M6B 3S7,3,43.7083419,-79.4530944
I6Xa5eF9Jv9VM6ms_dkY8A,mediterranean,Ilios Noche,8426 Park Rd,Charlotte,NC,28210,4,35.11690192,-80.85633332
I6Xa5eF9Jv9VM6ms_dkY8A,greek,Ilios Noche,8426 Park Rd,Charlotte,NC,28210,4,35.11690192,-80.85633332
plxpL-sVSyU8isXQPe-osQ,caribbean,Lloydie's,66 Rue Saint Viateur O,Montréal,QC,H2T 2K8,4,45.524844,-73.59957
_PKXarw3GjlbwbXhjdpUMA,chinese,Tangra Villa Hakka Chinese Cuisine,"411 Manhattan Drive, Suite 3C",Markham,ON,L3P,3.5,43.88111258,-79.28877371
_PKXarw3GjlbwbXhjdpUMA,indian,Tangra Villa Hakka Chinese Cuisine,"411 Manhattan Drive, Suite 3C",Markham,ON,L3P,3.5,43.88111258,-79.28877371
i4ZLquZaqB7dCu4P6gHGDQ,chinese,Yogi's Noodles,1550 S Gateway Road,Mississauga,ON,L4W 5G6,3,43.632154,-79.6143273
V5l2s6HTYVLD-AtIJAC9gA,vietnamese,Saigon Style,91 Rue Saint Catherine E,Montréal,QC,H2X 1K5,3,45.511129,-73.562781
KJ6DuC0Jve9hAtzM2SGNOQ,mexican,Viva El Taco,"30 N Lamb Blvd, Ste 105",Las Vegas,NV,89110,3.5,36.15997428,-115.0799313
COnqdubhr87gCDJjPGwT6A,mediterranean,Freska Mediterranean Grill,"8310 Greenway Blvd, Ste 104",Middleton,WI,53562,4,43.09050269,-89.52564381
Lij0OcvPD4LAnmklHQpDCg,chinese,Pagoda,4700 Keele Street,Toronto,ON,M3J 2S5,2,43.7742392,-79.5014316
jsGQXcPfsE1ZHAO4wTUMxQ,greek,La Maison Grecque,450 Avenue Duluth E,Montréal,QC,H2L 1A5,4,45.521337,-73.575221
jsGQXcPfsE1ZHAO4wTUMxQ,mediterranean,La Maison Grecque,450 Avenue Duluth E,Montréal,QC,H2L 1A5,4,45.521337,-73.575221
36pB0QVVNZuOLV_UxosbAQ,french,Marmite Su'l Feu,3911 Rue Saint-Jacques,Montréal,QC,H4C 1H7,4.5,45.4793147,-73.5844974
MNaPOkqm2vKeNG8EqkZWCg,italian,Chicago Joe's,820 S 4th St,Las Vegas,NV,89101,3.5,36.1609794,-115.1478447
62HlThvB9Rm2QFu_OdXe7w,vietnamese,Rice Paper,2221 N 7th St,Phoenix,AZ,85006,3.5,33.4719884,-112.0648068
bwmO8teAlvjmuIDxhPb44g,mexican,El Zarape Mexican Restaurant,"2400 S Jones Blvd, Ste 4",Las Vegas,NV,89146,4.5,36.1454197,-115.2244798
scM6rLQqoz5dEIgwz_JFsg,indian,Haveli Restaurant,5957 McKee Rd,Fitchburg,WI,53719,4.5,43.01495772,-89.4582484
FgrG3hzE8o5wXWn8GbP4ZQ,italian,Ristorante Troisi,583 Montee Masson,Mascouche,QC,J7K 2A3,4,45.73492989,-73.61282106
EwlA5wluJw5zzXxtA42brQ,italian,Bar Centrale,1095 Yonge Street,Toronto,ON,M4W 2L8,4,43.6800369,-79.3905192
FiG8PzWKRYehtPPcPtOStw,mexican,Salsa Blanca,20221 N 67th Ave,Glendale,AZ,85308,4,33.67004818,-112.200473
Q4AWWdBWe_ojYX1a4ffXFQ,mexican,El Dorado Express,3755 S Las Vegas Blvd,Las Vegas,NV,89109,4,36.1055294,-115.1721951
oGYXSVs0ympLy0ur8Qnp7g,mexican,Taqueria El Buen Pastor,301 S Decatur Blvd,Las Vegas,NV,89107,2.5,36.1697408,-115.2055201
eRZuxjnaMviiVyvhejwTBQ,pakistani,Afghan Cuisine,"10909 Yonge Street, Unit 52",Richmond Hill,ON,L4C 4M6,3,43.89313089,-79.44048696
ERM603jbIbNqX2c7Ww1Qiw,mexican,Cafe Rio,12005 N Tatum Blvd,Phoenix,AZ,85028,3,33.5958474,-111.9804707
sytLExNDyQuELMDguVUqhA,italian,Pizza Hut,19565 Detroit Rd,Rocky River,OH,44116,2,41.479501,-81.8392463
mSWNf1muSy9wgGtMRgt7Fg,italian,Zeppe's Tavern & Pizzeria,"25780 Miles Rd, Ste C",Bedford Heights,OH,44146,3.5,41.42369156,-81.49685382
yv4Ov5b21VI_-52BNRLolA,indian,Mezbaan Food,50A Rexdale Blvd,Toronto,ON,M9W 5Z3,3,43.7137919,-79.5592962
yv4Ov5b21VI_-52BNRLolA,pakistani,Mezbaan Food,50A Rexdale Blvd,Toronto,ON,M9W 5Z3,3,43.7137919,-79.5592962
WElec_bplWbp2aRcY-VJZA,chinese,Wok with Ming,"825 S Cooper Rd, Ste B1",Gilbert,AZ,85233,4.5,33.3345115,-111.8048307
0C38ezzbBX-dWxpnnwYAzg,mexican,Burrito Zone,"5261 Highway 7 E, Suite B-102",Markham,ON,L3P 1B8,2.5,43.8666884,-79.2837164
